sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,errors
NS14A2IN289P,,Default,simple,"Default,Default/Bestselling Products,Default/Lifestyle Laptops,Default/Top 10 Offers,Default/Latest Arrival,Default/AVITA,Default/AVITA/U SERIES",base,"AVITA LIBER (Core i7 - 8th Gen / 8GB RAM / 256GB SSD / 14-inch FHD / Windows 10 Home) NS14A2IN289P Thin and Light Laptop (Snow Flakes, 1.46Kg)","AVITA cuts through the noise with its ultra-slim and light-weight lifestyle Laptops - LIBER New Generation, Packed with 8th Gen Intel Core processors and DDR4 memory technology,prepare yourselves to accomplish the most complex tasks without breaking a sweat. With lightning fast SSD, everything happens at the blink of an eye. Now binge-watch all of your favourite shows on a Dazzling Full HD Bezel-Less Display that makes every moment spent on this laptop a beautiful effortless experience to remember. A handsomely backlit keyboard on the LIBER New Generation  is all you require to achieve a smooth workflow even in challenging enviroments. Along with a seamless battery backup of up to 10 hours*, Liber is the one you can rely on. A large trackpad with diamond cut bevelling allows easy gesture controls. Powered by Windows 10 Home with support for Windows Hello which supplements facial recognition and fingerprint reading, LIBER New Generation takes security to another level.<hr/><table><tr><th>Model : </th><td>AVITA LIBER </td><th> SKU : </th><td>NS14A2IN289P</td></tr><tr><th>Batteries
 : </th><td>1 Lithium Polymer batteries required. (included)</td><th> Memory Size : </th><td>8 GB RAM</td></tr><tr><th>Memory Technology : </th><td>DDR3</td><th>Item Weight :</th><td>1.37 Kg</td></tr><tr><th>Hard Disk Technology :</th><td>SSD</td><th>Hard Disk Size :</th><td>256GB</td></tr><tr><th>Display Type :</th><td>LCD</td><th>Display Resoulation : </th><td>1920x1080</td></tr><tr><th>Ports : </th><td>Bluetooth v4.0 | WIFI 802.11 ac | USB 3.0 x 2, USB 3.0 Type- C ( Display out & Charging) x 1, MicroSD card slot x 1, 3.5mm Headphone/Mic-in Combo Jack x 1, Mini HDMI x 1</td><th>Connectivity Type : </th><td>Wireless, USB, HDMI, Audio, Ethernet, Microphone</td></tr><tr><th>Wifi :</th><td>IEEE 802.11 b/g/n/ac </td><th>Integrated Camera :</th><td>HD 720p (Standard)</td></tr><tr><th>Bluetooth : </th><td>Bluetooth 4.2 </td><th>Keyboard Type : </th><td>Island-type Keyboard (with Backlit) </td></tr><tr><th>Color Pattern : </th><td>Snow Flakes</td></tr></table>","<table><tr><th>Processor : </th><td>Core i5 - 7th Gen </td></tr><tr><th>Operating System : </th><td> Windows 10 Home</td><th>Display : </th><td> 13.3 -inch FHD </td></tr><tr><th>Memory & Storage : </th><td> 8GB RAM | 512GB SSD </td><th>Design & Battery : </th><td>Upto 10 hours | Li-ion Battery</td></tr><tr><th>Keyboard :</th><td>Island-type Keyboard (with Backlit)</td><th>Security :</th><td>Powered by Windows Hello</td></tr><tr><th>Warranty :</th><td>18 months + 6 months warranty upon online product registration </td></tr></table>",,1,"Taxable Goods","Catalog, Search",99990,81990,6/10/19,,avita-liber-core-i7-8th-gen-8gb-ram-256gb-ssd-14-inch-fhd-windows-10-home-ns14a2in289p-thin-and-light-laptop-snow-flakes-1-46kg,,,,,,,,,,/m/a/main_3_14.jpg,,"6/10/19, 5:28 PM","6/17/19, 7:25 PM",6/10/19,,"Block after Info Column",,,,No,,6/10/19,,,,,"Use config",,"featured=""Yes""",10,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,,",,,,,,",,,,,,,,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
NS12T5IN001P,,Default,simple,"Default,Default/Bestselling Products,Default/Top 10 Offers,Default/Latest Arrival,Default/MAGUS",base,"AVITA MAGUS NS12T5IN001P 12.2-inch Laptop (Celeron N3350 / 4GB RAM / 64GB+64GB SSD / Windows 10 Home / TFT / Intel HD Graphics / 1.41Kg), Steel Blue","MAGUS is both a recreational gadget and the best partner in the office. The 2-in-1 comes vivid color line-up with a 12.2? 1920x1200 IPS touch screen that offers ultra-wide viewing angle. With a keyboard cover, the MAGUS 12.2"" 2-in-1 transforms from a tablet into a laptop by simply opening the built-in stand, enabling users to stay productive with ease anytime, anywhere.<br/><table><tr><th>Weight</th><td>1.41</td></tr><tr><th>Length</th><td>29.9</td><th>Width</th><td>29.9</td></tr><tr><th>Height</th><td>22.2</td><th>Primary Battery</th><td>Li-ion Battery, 3750 mAH</td></tr><tr><th>Display</th><td>12.2"" TFT, (1920 x 1200) IPS Touch Screen</td><th>Wireless</th><td>IEEE 802.11 b/g/n/ac, Bluetooth v4.0</td></tr><tr><th>Memory</th><td>4GB DDR3</td><th>Keyboard</th><td>English Travel Keyboard</td></tr><tr><th>Video Card</th><td>Intel? HD Graphics 500</td><th>Hard Drive</th><td>
64GB eMMC + 64GB microSD card</td></tr><tr><th>Optical Drive</th><td>Not Included</td><th>Power Cord</th><td>Included</td></tr><tr><th>Documentation</th><td>User Guide</td><th>Hard Drive Software</th><td>eMMC</td></tr><tr><th>Color Choice</th><td>Steel Blue, Charcoal Grey, Seashell pink, Pastel Violet</td><th>Packaging</th><td>Standard Packaging</td></tr><tr><th>Processor Label</th><td>Celeron</td><th>Power Supply</th><td>Yes, India Plug</td></tr><tr><th>Carrying Cases</th><td>Standard Carrying Case</td><th>Warranty</th><td>1 Year Warranty</td></tr></table>","MAGUS is both a recreational gadget and the best partner in the office. The 2-in-1 comes vivid color line-up with a 12.2? 1920x1200 IPS touch screen that offers ultra-wide viewing angle. With a keyboard cover, the MAGUS 12.2"" 2-in-1 transforms from a tablet into a laptop by simply opening the built-in stand, enabling users to stay productive with ease anytime, anywhere.",1.41,1,"Taxable Goods","Catalog, Search",21490,,,,avita-magus-ns12t5in001p-12-2-inch-laptop-celeron-n3350-4gb-ram-64gb-64gb-ssd-windows-10-home-tft-intel-hd-graphics-1-41kg-steel-blue,,,,,,,,,,/1/_/1_3.jpg,,"5/13/19, 7:22 PM","5/13/19, 7:22 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",,"featured=""Yes""",10,0,1,0,0,1,1,0,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,",,,,,,,",,,,,,,,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
NS14A1IN024P,,Default,simple,"Default,Default/Bestselling Products,Default/Lifestyle Laptops,Default/Top 10 Offers,Default/Latest Arrival,Default/AVITA,Default/AVITA/Y SERIES",base,"AVITA LIBER (Core i5 - 7th Gen / 8GB RAM / 256GB SSD / 14-inch FHD / Windows 10 Home) NS14A1IN024P Thin and Light Laptop (Urban Ruby, 1.49Kg)","AVITA cuts through the noise with its ultra-slim and light-weight lifestyle Laptops - LIBER, Packed with 7th Gen Intel Core processors, Prepare yourselves to accomplish the most complex tasks without breaking a sweat. With lightning fast SSD, everything happens at the blink of an eye. Now binge-watch all of your favourite shows on a Dazzling Full HD Bezel-Less Display that makes every moment spent on this laptop a beautiful effortless experience to remember. A handsomely backlit keyboard on the LIBER  is all you require to achieve a smooth workflow even in challenging enviroments. Along with a seamless battery backup of up to 10 hours*, LIBER is the one you can rely on. A large trackpad with diamond cut bevelling allows easy gesture controls. The whole-piece aluminium chassis with a 180? hinge makes sure that it is as imperishable as you are.<hr/><table><tr><th>Model : </th><td>AVITA LIBER </td><th> SKU : </th><td>NS14A1IN024P</td></tr><tr><th>Batteries
 : </th><td>1 Lithium Polymer batteries required. (included)</td><th> Memory Size : </th><td>8 GB RAM</td></tr><tr><th>Memory Technology : </th><td>DDR3</td><th>Item Weight :</th><td>1.37 Kg</td></tr><tr><th>Hard Disk Technology :</th><td>Flash Memory Solid State (SSD)</td><th>Hard Disk Size :</th><td>256GB</td></tr><tr><th>Display Type :</th><td>LCD</td><th>Display Resoulation : </th><td>1920x1080</td></tr><tr><th>Ports : </th><td>Bluetooth v4.0 | WIFI 802.11 ac | USB 3.0 x 2, USB 3.0 Type- C ( Display out & Charging) x 1, MicroSD card slot x 1, 3.5mm Headphone/Mic-in Combo Jack x 1, Mini HDMI x 1</td><th>Connectivity Type : </th><td>Wireless, USB, HDMI, Audio, Ethernet, Microphone</td></tr><tr><th>Wifi :</th><td>IEEE 802.11 b/g/n/ac </td><th>Integrated Camera :</th><td>HD 720p (Standard)</td></tr><tr><th>Bluetooth : </th><td>Bluetooth 4.2 </td><th>Keyboard Type : </th><td>Island-type Keyboard (with Backlit) </td></tr><tr><th>Color Pattern : </th><td>Urban Ruby</td></tr></table>","<table><tr><th>Processor : </th><td>Core i5 - 7th Gen </td></tr><tr><th>Operating System : </th><td> Windows 10 Home</td><th>Display : </th><td> 13.3 -inch FHD </td></tr><tr><th>Memory & Storage : </th><td> 8GB RAM | 512GB SSD </td><th>Design & Battery : </th><td>Upto 10 hours | Li-ion Battery</td></tr><tr><th>Keyboard :</th><td>Island-type Keyboard (with Backlit)</td><th>Security :</th><td>Powered by Windows Hello</td></tr><tr><th>Warranty :</th><td>18 months + 6 months warranty upon online product registration </td></tr></table>",,1,"Taxable Goods","Catalog, Search",76190,54990,6/11/19,,avita-liber-core-i5-7th-gen-8gb-ram-256gb-ssd-14-inch-fhd-windows-10-home-ns14a1in024p-thin-and-light-laptop-urban-ruby-1-49kg,,,,,,,,,,/m/a/main_5_12.jpg,,"6/10/19, 5:28 PM","6/17/19, 7:25 PM",6/11/19,,"Block after Info Column",,,,No,,6/11/19,,,,,"Use config",,"featured=""Yes""",10,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,,",,,,,",,,,,,,,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
NS14A1IN027P,,Default,simple,"Default,Default/Bestselling Products,Default/Lifestyle Laptops,Default/Top 10 Offers,Default/Latest Arrival,Default/AVITA,Default/AVITA/Y SERIES",base,"AVITA LIBER (Core i5 - 7th Gen / 8GB RAM / 512GB SSD / 14-inch FHD / Windows 10 Home) NS14A1IN027P Thin and Light Laptop (Fragrant Lilac, 1.49Kg)","AVITA cuts through the noise with its ultra-slim and light-weight lifestyle Laptops - LIBER, Packed with 7th Gen Intel Core processors, Prepare yourselves to accomplish the most complex tasks without breaking a sweat. With lightning fast SSD, everything happens at the blink of an eye. Now binge-watch all of your favourite shows on a Dazzling Full HD Bezel-Less Display that makes every moment spent on this laptop a beautiful effortless experience to remember. A handsomely backlit keyboard on the LIBER  is all you require to achieve a smooth workflow even in challenging enviroments. Along with a seamless battery backup of up to 10 hours*, LIBER is the one you can rely on. A large trackpad with diamond cut bevelling allows easy gesture controls. The whole-piece aluminium chassis with a 180? hinge makes sure that it is as imperishable as you are.<hr/><table><tr><th>Model : </th><td>AVITA LIBER </td><th> SKU : </th><td>NS14A1IN027P</td></tr><tr><th>Batteries
 : </th><td>1 Lithium Polymer batteries required. (included)</td><th> Memory Size : </th><td>8 GB RAM</td></tr><tr><th>Memory Technology : </th><td>DDR3</td><th>Item Weight :</th><td>1.37 Kg</td></tr><tr><th>Hard Disk Technology :</th><td>Flash Memory Solid State (SSD)</td><th>Hard Disk Size :</th><td>512GB</td></tr><tr><th>Display Type :</th><td>LCD</td><th>Display Resoulation : </th><td>1920x1080</td></tr><tr><th>Ports : </th><td>Bluetooth v4.0 | WIFI 802.11 ac | USB 3.0 x 2, USB 3.0 Type- C ( Display out & Charging) x 1, MicroSD card slot x 1, 3.5mm Headphone/Mic-in Combo Jack x 1, Mini HDMI x 1</td><th>Connectivity Type : </th><td>Wireless, USB, HDMI, Audio, Ethernet, Microphone</td></tr><tr><th>Wifi :</th><td>IEEE 802.11 b/g/n/ac </td><th>Integrated Camera :</th><td>HD 720p (Standard)</td></tr><tr><th>Bluetooth : </th><td>Bluetooth 4.2 </td><th>Keyboard Type : </th><td>Island-type Keyboard (with Backlit) </td></tr><tr><th>Color Pattern : </th><td>Fragrant Lilac</td></tr></table>","<table><tr><th>Processor : </th><td>Core i5 - 7th Gen </td></tr><tr><th>Operating System : </th><td> Windows 10 Home</td><th>Display : </th><td> 13.3 -inch FHD </td></tr><tr><th>Memory & Storage : </th><td> 8GB RAM | 512GB SSD </td><th>Design & Battery : </th><td>Upto 10 hours | Li-ion Battery</td></tr><tr><th>Keyboard :</th><td>Island-type Keyboard (with Backlit)</td><th>Security :</th><td>Powered by Windows Hello</td></tr><tr><th>Warranty :</th><td>18 months + 6 months warranty upon online product registration </td></tr></table>",,1,"Taxable Goods","Catalog, Search",80690,62490,6/11/19,,avita-liber-core-i5-7th-gen-8gb-ram-512gb-ssd-14-inch-fhd-windows-10-home-ns14a1in027p-thin-and-light-laptop-fragrant-lilac-1-49kg,,,,,,,,,,/m/a/main_5_13.jpg,,"6/10/19, 5:28 PM","6/17/19, 7:25 PM",6/11/19,,"Block after Info Column",,,,No,,6/11/19,,,,,"Use config",,"featured=""Yes""",10,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,,",,,,,",,,,,,,,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
NS14A1IN026P,,Default,simple,"Default,Default/Bestselling Products,Default/Lifestyle Laptops,Default/Top 10 Offers,Default/Latest Arrival,Default/AVITA,Default/AVITA/Y SERIES",base,"AVITA LIBER (Core i5 - 7th Gen / 8GB RAM / 512GB SSD / 14-inch FHD / Windows 10 Home) NS14A1IN026P Thin and Light Laptop(AVITA Purple, 1.49Kg)","AVITA cuts through the noise with its ultra-slim and light-weight lifestyle Laptops - LIBER, Packed with 7th Gen Intel Core processors, Prepare yourselves to accomplish the most complex tasks without breaking a sweat. With lightning fast SSD, everything happens at the blink of an eye. Now binge-watch all of your favourite shows on a Dazzling Full HD Bezel-Less Display that makes every moment spent on this laptop a beautiful effortless experience to remember. A handsomely backlit keyboard on the LIBER  is all you require to achieve a smooth workflow even in challenging enviroments. Along with a seamless battery backup of up to 10 hours*, LIBER is the one you can rely on. A large trackpad with diamond cut bevelling allows easy gesture controls. The whole-piece aluminium chassis with a 180? hinge makes sure that it is as imperishable as you are.<hr/><table><tr><th>Model : </th><td>AVITA LIBER </td><th> SKU : </th><td>NS14A1IN026P</td></tr><tr><th>Batteries
 : </th><td>1 Lithium Polymer batteries required. (included)</td><th> Memory Size : </th><td>8 GB RAM</td></tr><tr><th>Memory Technology : </th><td>DDR3</td><th>Item Weight :</th><td>1.37 Kg</td></tr><tr><th>Hard Disk Technology :</th><td>Flash Memory Solid State (SSD)</td><th>Hard Disk Size :</th><td>512GB</td></tr><tr><th>Display Type :</th><td>LCD</td><th>Display Resoulation : </th><td>1920x1080</td></tr><tr><th>Ports : </th><td>Bluetooth v4.0 | WIFI 802.11 ac | USB 3.0 x 2, USB 3.0 Type- C ( Display out & Charging) x 1, MicroSD card slot x 1, 3.5mm Headphone/Mic-in Combo Jack x 1, Mini HDMI x 1</td><th>Connectivity Type : </th><td>Wireless, USB, HDMI, Audio, Ethernet, Microphone</td></tr><tr><th>Wifi :</th><td>IEEE 802.11 b/g/n/ac </td><th>Integrated Camera :</th><td>HD 720p (Standard)</td></tr><tr><th>Bluetooth : </th><td>Bluetooth 4.2 </td><th>Keyboard Type : </th><td>Island-type Keyboard (with Backlit) </td></tr><tr><th>Color Pattern : </th><td>AVITA Purple</td></tr></table>","<table><tr><th>Processor : </th><td>Core i5 - 7th Gen </td></tr><tr><th>Operating System : </th><td> Windows 10 Home</td><th>Display : </th><td> 13.3 -inch FHD </td></tr><tr><th>Memory & Storage : </th><td> 8GB RAM | 512GB SSD </td><th>Design & Battery : </th><td>Upto 10 hours | Li-ion Battery</td></tr><tr><th>Keyboard :</th><td>Island-type Keyboard (with Backlit)</td><th>Security :</th><td>Powered by Windows Hello</td></tr><tr><th>Warranty :</th><td>18 months + 6 months warranty upon online product registration </td></tr></table>",,1,"Taxable Goods","Catalog, Search",80690,62490,6/12/19,,avita-liber-core-i5-7th-gen-8gb-ram-512gb-ssd-14-inch-fhd-windows-10-home-ns14a1in026p-thin-and-light-laptop-avita-purple-1-49kg,,,,,,,,,,/m/a/main_5_14.jpg,,"6/10/19, 5:28 PM","6/17/19, 7:25 PM",6/12/19,,"Block after Info Column",,,,No,,6/12/19,,,,,"Use config",,"featured=""Yes""",10,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,,",,,,,",,,,,,,,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
NS14A1IN006P,,Default,simple,"Default,Default/Bestselling Products,Default/Lifestyle Laptops,Default/Top 10 Offers,Default/Latest Arrival,Default/AVITA,Default/AVITA/Y SERIES",base,"AVITA LIBER (Core i5 - 7th Gen / 8GB RAM / 256GB SSD / 14-inch FHD / Windows 10 Home) NS14A1IN006P Thin and Light Laptop (Cloud Silver, 1.49Kg)","AVITA cuts through the noise with its ultra-slim and light-weight lifestyle Laptops - LIBER, Packed with 7th Gen Intel Core processors, Prepare yourselves to accomplish the most complex tasks without breaking a sweat. With lightning fast SSD, everything happens at the blink of an eye. Now binge-watch all of your favourite shows on a Dazzling Full HD Bezel-Less Display that makes every moment spent on this laptop a beautiful effortless experience to remember. A handsomely backlit keyboard on the LIBER  is all you require to achieve a smooth workflow even in challenging enviroments. Along with a seamless battery backup of up to 10 hours*, LIBER is the one you can rely on. A large trackpad with diamond cut bevelling allows easy gesture controls. The whole-piece aluminium chassis with a 180? hinge makes sure that it is as imperishable as you are.<hr/><table><tr><th>Model : </th><td>AVITA LIBER </td><th> SKU : </th><td>NS14A1IN006P</td></tr><tr><th>Batteries
 : </th><td>1 Lithium Polymer batteries required. (included)</td><th> Memory Size : </th><td>8 GB RAM</td></tr><tr><th>Memory Technology : </th><td>DDR3</td><th>Item Weight :</th><td>1.37 Kg</td></tr><tr><th>Hard Disk Technology :</th><td>Flash Memory Solid State (SSD)</td><th>Hard Disk Size :</th><td>256GB</td></tr><tr><th>Display Type :</th><td>LCD</td><th>Display Resoulation : </th><td>1920x1080</td></tr><tr><th>Ports : </th><td>Bluetooth v4.0 | WIFI 802.11 ac | USB 3.0 x 2, USB 3.0 Type- C ( Display out & Charging) x 1, MicroSD card slot x 1, 3.5mm Headphone/Mic-in Combo Jack x 1, Mini HDMI x 1</td><th>Connectivity Type : </th><td>Wireless, USB, HDMI, Audio, Ethernet, Microphone</td></tr><tr><th>Wifi :</th><td>IEEE 802.11 b/g/n/ac </td><th>Integrated Camera :</th><td>HD 720p (Standard)</td></tr><tr><th>Bluetooth : </th><td>Bluetooth 4.2 </td><th>Keyboard Type : </th><td>Island-type Keyboard (with Backlit) </td></tr><tr><th>Color Pattern : </th><td>Cloud Silver</td></tr></table>","<table><tr><th>Processor : </th><td>Core i5 - 7th Gen </td></tr><tr><th>Operating System : </th><td> Windows 10 Home</td><th>Display : </th><td> 13.3 -inch FHD </td></tr><tr><th>Memory & Storage : </th><td> 8GB RAM | 512GB SSD </td><th>Design & Battery : </th><td>Upto 10 hours | Li-ion Battery</td></tr><tr><th>Keyboard :</th><td>Island-type Keyboard (with Backlit)</td><th>Security :</th><td>Powered by Windows Hello</td></tr><tr><th>Warranty :</th><td>18 months + 6 months warranty upon online product registration </td></tr></table>",,1,"Taxable Goods","Catalog, Search",76190,54990,6/12/19,,avita-liber-core-i5-7th-gen-8gb-ram-256gb-ssd-14-inch-fhd-windows-10-home-ns14a1in006p-thin-and-light-laptop-cloud-silver-1-49kg,,,,,,,,,,/m/a/main_5_16.jpg,,"6/10/19, 5:28 PM","6/17/19, 7:25 PM",6/12/19,,"Block after Info Column",,,,No,,6/12/19,,,,,"Use config",,"featured=""Yes""",10,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,,",,,,,",,,,,,,,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
NS13A1IN001P,,Default,simple,"Default,Default/Bestselling Products,Default/Lifestyle Laptops,Default/Top 10 Offers,Default/Latest Arrival,Default/AVITA,Default/AVITA/Y SERIES",base,"AVITA LIBER (Core i5- 7th Gen / 8GB RAM / 256GB SSD / 13.3-inch FHD / Windows 10 Home) NS13A1IN001P Thin and Light Laptop (Shamrock Green, 1.37 Kg)","AVITA cuts through the noise with its ultra-slim and light-weight lifestyle Laptops - LIBER, Packed with 7th Gen Intel Core processors, Prepare yourselves to accomplish the most complex tasks without breaking a sweat. With lightning fast SSD, everything happens at the blink of an eye. Now binge-watch all of your favourite shows on a Dazzling Full HD Bezel-Less Display that makes every moment spent on this laptop a beautiful effortless experience to remember. A handsomely backlit keyboard on the LIBER  is all you require to achieve a smooth workflow even in challenging enviroments. Along with a seamless battery backup of up to 10 hours*, LIBER is the one you can rely on. A large trackpad with diamond cut bevelling allows easy gesture controls. The whole-piece aluminium chassis with a 180? hinge makes sure that it is as imperishable as you are.<hr/><table><tr><th>Model : </th><td>AVITA LIBER </td><th> SKU : </th><td>NS13A1IN001P</td></tr><tr><th>Batteries
 : </th><td>1 Lithium Polymer batteries required. (included)</td><th> Memory Size : </th><td>8 GB RAM</td></tr><tr><th>Memory Technology : </th><td>DDR3</td><th>Item Weight :</th><td>1.37 Kg</td></tr><tr><th>Hard Disk Technology :</th><td>Flash Memory Solid State (SSD)</td><th>Hard Disk Size :</th><td>256GB</td></tr><tr><th>Display Type :</th><td>LCD</td><th>Display Resoulation : </th><td>1920x1080</td></tr><tr><th>Ports : </th><td>Bluetooth v4.0 | WIFI 802.11 ac | USB 3.0 x 2, USB 3.0 Type- C ( Display out & Charging) x 1, MicroSD card slot x 1, 3.5mm Headphone/Mic-in Combo Jack x 1, Mini HDMI x 1</td><th>Connectivity Type : </th><td>Wireless, USB, HDMI, Audio, Ethernet, Microphone</td></tr><tr><th>Wifi :</th><td>IEEE 802.11 b/g/n/ac </td><th>Integrated Camera :</th><td>HD 720p (Standard)</td></tr><tr><th>Bluetooth : </th><td>Bluetooth 4.2 </td><th>Keyboard Type : </th><td>Island-type Keyboard (with Backlit) </td></tr><tr><th>Color Pattern : </th><td>Shamrock Green</td></tr></table>","<table><tr><th>Processor : </th><td>Core i5 - 7th Gen </td></tr><tr><th>Operating System : </th><td> Windows 10 Home</td><th>Display : </th><td> 13.3 -inch FHD </td></tr><tr><th>Memory & Storage : </th><td> 8GB RAM | 512GB SSD </td><th>Design & Battery : </th><td>Upto 10 hours | Li-ion Battery</td></tr><tr><th>Keyboard :</th><td>Island-type Keyboard (with Backlit)</td><th>Security :</th><td>Powered by Windows Hello</td></tr><tr><th>Warranty :</th><td>18 months + 6 months warranty upon online product registration </td></tr></table>",,1,"Taxable Goods","Catalog, Search",61090,48990,6/12/19,,avita-liber-core-i5-7th-gen-8gb-ram-256gb-ssd-13-3-inch-fhd-windows-10-home-ns13a1in001p-thin-and-light-laptop-shamrock-green-1-37-kg,,,,,,,,,,/m/a/main_3_20.jpg,,"6/10/19, 5:28 PM","6/17/19, 7:25 PM",6/12/19,,"Block after Info Column",,,,No,,6/12/19,,,,,"Use config",,"featured=""Yes""",10,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,,",,,",,,,,,,,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
NS13A1IN002P,,Default,simple,"Default,Default/Bestselling Products,Default/Lifestyle Laptops,Default/Top 10 Offers,Default/Latest Arrival,Default/AVITA,Default/AVITA/Y SERIES",base,"AVITA LIBER (Core i5 - 7th Gen / 8GB RAM / 256GB SSD / 13.3-inch FHD / Windows 10 Home) NS13A1IN002P Thin and Light Laptop (Angel Blue, 1.37Kg)","AVITA cuts through the noise with its ultra-slim and light-weight lifestyle Laptops - LIBER, Packed with 7th Gen Intel Core processors, Prepare yourselves to accomplish the most complex tasks without breaking a sweat. With lightning fast SSD, everything happens at the blink of an eye. Now binge-watch all of your favourite shows on a Dazzling Full HD Bezel-Less Display that makes every moment spent on this laptop a beautiful effortless experience to remember. A handsomely backlit keyboard on the LIBER  is all you require to achieve a smooth workflow even in challenging enviroments. Along with a seamless battery backup of up to 10 hours*, LIBER is the one you can rely on. A large trackpad with diamond cut bevelling allows easy gesture controls. The whole-piece aluminium chassis with a 180? hinge makes sure that it is as imperishable as you are.<hr/><table><tr><th>Model : </th><td>AVITA LIBER </td><th> SKU : </th><td>NS13A1IN002P</td></tr><tr><th>Batteries
 : </th><td>1 Lithium Polymer batteries required. (included)</td><th> Memory Size : </th><td>8 GB RAM</td></tr><tr><th>Memory Technology : </th><td>DDR3</td><th>Item Weight :</th><td>1.37 Kg</td></tr><tr><th>Hard Disk Technology :</th><td>Flash Memory Solid State (SSD)</td><th>Hard Disk Size :</th><td>256GB</td></tr><tr><th>Display Type :</th><td>LCD</td><th>Display Resoulation : </th><td>1920x1080</td></tr><tr><th>Ports : </th><td>Bluetooth v4.0 | WIFI 802.11 ac | USB 3.0 x 2, USB 3.0 Type- C ( Display out & Charging) x 1, MicroSD card slot x 1, 3.5mm Headphone/Mic-in Combo Jack x 1, Mini HDMI x 1</td><th>Connectivity Type : </th><td>Wireless, USB, HDMI, Audio, Ethernet, Microphone</td></tr><tr><th>Wifi :</th><td>IEEE 802.11 b/g/n/ac </td><th>Integrated Camera :</th><td>HD 720p (Standard)</td></tr><tr><th>Bluetooth : </th><td>Bluetooth 4.2 </td><th>Keyboard Type : </th><td>Island-type Keyboard (with Backlit) </td></tr><tr><th>Color Pattern : </th><td>Angel Blue</td></tr></table>","<table><tr><th>Processor : </th><td>Core i5 - 7th Gen </td></tr><tr><th>Operating System : </th><td> Windows 10 Home</td><th>Display : </th><td> 13.3 -inch FHD </td></tr><tr><th>Memory & Storage : </th><td> 8GB RAM | 512GB SSD </td><th>Design & Battery : </th><td>Upto 10 hours | Li-ion Battery</td></tr><tr><th>Keyboard :</th><td>Island-type Keyboard (with Backlit)</td><th>Security :</th><td>Powered by Windows Hello</td></tr><tr><th>Warranty :</th><td>18 months + 6 months warranty upon online product registration </td></tr></table>",,1,"Taxable Goods","Catalog, Search",61090,48990,6/12/19,,avita-liber-core-i5-7th-gen-8gb-ram-256gb-ssd-13-3-inch-fhd-windows-10-home-ns13a1in002p-thin-and-light-laptop-angel-blue-1-37kg,,,,,,,,,,/f/r/front_angel_blue_2_.png,,"6/10/19, 5:28 PM","6/17/19, 7:25 PM",6/12/19,,"Block after Info Column",,,,No,,6/12/19,,,,,"Use config",,"featured=""Yes""",10,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,,",,,",,,,,,,,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
